SNR =  2.00, rawBER =  0.08, BLER =     1000/    1195 = 0.836820
SNR =  2.25, rawBER =  0.07, BLER =     1000/    1327 = 0.753580
SNR =  2.50, rawBER =  0.07, BLER =     1000/    1578 = 0.633714
SNR =  2.75, rawBER =  0.06, BLER =     1000/    2031 = 0.492368
SNR =  3.00, rawBER =  0.06, BLER =     1000/    2799 = 0.357270
SNR =  3.25, rawBER =  0.05, BLER =     1000/    4174 = 0.239578
SNR =  3.50, rawBER =  0.05, BLER =     1000/    7423 = 0.134716
SNR =  3.75, rawBER =  0.04, BLER =     1000/   14583 = 0.068573
SNR =  4.00, rawBER =  0.04, BLER =     1000/   32906 = 0.030390
SNR =  4.25, rawBER =  0.03, BLER =     1000/   85086 = 0.011753
SNR =  4.50, rawBER =  0.03, BLER =     1000/  243469 = 0.004107
