SNR =  2.00, rawBER =  0.08, BLER =     1000/    1027 = 0.973710
SNR =  2.25, rawBER =  0.07, BLER =     1000/    1050 = 0.952381
SNR =  2.50, rawBER =  0.07, BLER =     1000/    1094 = 0.914077
SNR =  2.75, rawBER =  0.06, BLER =     1000/    1178 = 0.848896
SNR =  3.00, rawBER =  0.06, BLER =     1000/    1308 = 0.764526
SNR =  3.25, rawBER =  0.05, BLER =     1000/    1560 = 0.641026
SNR =  3.50, rawBER =  0.05, BLER =     1000/    1992 = 0.502008
SNR =  3.75, rawBER =  0.04, BLER =     1000/    2754 = 0.363108
SNR =  4.00, rawBER =  0.04, BLER =     1000/    4036 = 0.247770
SNR =  4.25, rawBER =  0.03, BLER =     1000/    7205 = 0.138793
SNR =  4.50, rawBER =  0.03, BLER =     1000/   13573 = 0.073676
