SNR =  2.00, rawBER =  0.08, BLER =     1000/    1026 = 0.974659
SNR =  2.25, rawBER =  0.07, BLER =     1000/    1051 = 0.951475
SNR =  2.50, rawBER =  0.07, BLER =     1000/    1101 = 0.908265
SNR =  2.75, rawBER =  0.06, BLER =     1000/    1169 = 0.855432
SNR =  3.00, rawBER =  0.06, BLER =     1000/    1295 = 0.772201
SNR =  3.25, rawBER =  0.05, BLER =     1000/    1520 = 0.657895
SNR =  3.50, rawBER =  0.05, BLER =     1000/    1917 = 0.521648
SNR =  3.75, rawBER =  0.04, BLER =     1000/    2460 = 0.406504
SNR =  4.00, rawBER =  0.04, BLER =     1000/    3578 = 0.279486
SNR =  4.25, rawBER =  0.03, BLER =     1000/    5958 = 0.167842
SNR =  4.50, rawBER =  0.03, BLER =     1000/   11182 = 0.089429
