SNR =  2.00, rawBER =  0.08, BLER =     1000/    1003 = 0.997009
SNR =  2.25, rawBER =  0.07, BLER =     1000/    1005 = 0.995025
SNR =  2.50, rawBER =  0.07, BLER =     1000/    1016 = 0.984252
SNR =  2.75, rawBER =  0.06, BLER =     1000/    1038 = 0.963391
SNR =  3.00, rawBER =  0.06, BLER =     1000/    1075 = 0.930233
SNR =  3.25, rawBER =  0.05, BLER =     1000/    1118 = 0.894454
SNR =  3.50, rawBER =  0.05, BLER =     1000/    1213 = 0.824402
SNR =  3.75, rawBER =  0.04, BLER =     1000/    1371 = 0.729395
SNR =  4.00, rawBER =  0.04, BLER =     1000/    1635 = 0.611621
SNR =  4.25, rawBER =  0.03, BLER =     1000/    2148 = 0.465549
SNR =  4.50, rawBER =  0.03, BLER =     1000/    2906 = 0.344116
