SNR =  2.00, rawBER =  0.08, BLER =     1000/    1035 = 0.966184
SNR =  2.25, rawBER =  0.07, BLER =     1000/    1065 = 0.938967
SNR =  2.50, rawBER =  0.07, BLER =     1000/    1112 = 0.899281
SNR =  2.75, rawBER =  0.06, BLER =     1000/    1207 = 0.828500
SNR =  3.00, rawBER =  0.06, BLER =     1000/    1349 = 0.741290
SNR =  3.25, rawBER =  0.05, BLER =     1000/    1570 = 0.636943
SNR =  3.50, rawBER =  0.05, BLER =     1000/    2017 = 0.495786
SNR =  3.75, rawBER =  0.04, BLER =     1000/    2639 = 0.378931
SNR =  4.00, rawBER =  0.04, BLER =     1000/    3806 = 0.262743
SNR =  4.25, rawBER =  0.03, BLER =     1000/    5939 = 0.168379
SNR =  4.50, rawBER =  0.03, BLER =     1000/   10157 = 0.098454
