SNR =  2.00, rawBER =  0.08, BLER =     1000/    1030 = 0.970874
SNR =  2.25, rawBER =  0.07, BLER =     1000/    1059 = 0.944287
SNR =  2.50, rawBER =  0.07, BLER =     1000/    1111 = 0.900090
SNR =  2.75, rawBER =  0.06, BLER =     1000/    1200 = 0.833333
SNR =  3.00, rawBER =  0.06, BLER =     1000/    1351 = 0.740192
SNR =  3.25, rawBER =  0.05, BLER =     1000/    1615 = 0.619195
SNR =  3.50, rawBER =  0.05, BLER =     1000/    2051 = 0.487567
SNR =  3.75, rawBER =  0.04, BLER =     1000/    2719 = 0.367782
SNR =  4.00, rawBER =  0.04, BLER =     1000/    4181 = 0.239177
SNR =  4.25, rawBER =  0.03, BLER =     1000/    7048 = 0.141884
SNR =  4.50, rawBER =  0.03, BLER =     1000/   13974 = 0.071561
