SNR =  3.00, rawBER =  0.04, BLER =      100/     108 = 0.925926
SNR =  3.25, rawBER =  0.04, BLER =      100/     120 = 0.833333
SNR =  3.50, rawBER =  0.03, BLER =      100/     128 = 0.781250
SNR =  3.75, rawBER =  0.03, BLER =      100/     142 = 0.704225
SNR =  4.00, rawBER =  0.02, BLER =      100/     179 = 0.558659
SNR =  4.25, rawBER =  0.02, BLER =      100/     198 = 0.505051
SNR =  4.50, rawBER =  0.02, BLER =      100/     243 = 0.411523
SNR =  4.75, rawBER =  0.02, BLER =      100/     300 = 0.333333
SNR =  5.00, rawBER =  0.01, BLER =      100/     437 = 0.228833
SNR =  5.25, rawBER =  0.01, BLER =      100/     666 = 0.150150
SNR =  5.50, rawBER =  0.01, BLER =      100/    1121 = 0.089206
SNR =  5.75, rawBER =  0.01, BLER =      100/    1884 = 0.053079
SNR =  6.00, rawBER =  0.01, BLER =      100/    2840 = 0.035211
