SNR =  2.00, rawBER =  0.08, BLER =     1000/    1110 = 0.900901
SNR =  2.25, rawBER =  0.07, BLER =     1000/    1206 = 0.829187
SNR =  2.50, rawBER =  0.07, BLER =     1000/    1329 = 0.752445
SNR =  2.75, rawBER =  0.06, BLER =     1000/    1571 = 0.636537
SNR =  3.00, rawBER =  0.06, BLER =     1000/    2002 = 0.499500
SNR =  3.25, rawBER =  0.05, BLER =     1000/    2702 = 0.370096
SNR =  3.50, rawBER =  0.05, BLER =     1000/    3925 = 0.254777
SNR =  3.75, rawBER =  0.04, BLER =     1000/    6203 = 0.161212
SNR =  4.00, rawBER =  0.04, BLER =     1000/   11153 = 0.089662
SNR =  4.25, rawBER =  0.03, BLER =     1000/   21683 = 0.046119
SNR =  4.50, rawBER =  0.03, BLER =     1000/   49756 = 0.020098
