SNR =  2.00, rawBER =  0.08, BLER =     1000/    1184 = 0.844595
SNR =  2.25, rawBER =  0.07, BLER =     1000/    1337 = 0.747943
SNR =  2.50, rawBER =  0.07, BLER =     1000/    1569 = 0.637349
SNR =  2.75, rawBER =  0.06, BLER =     1000/    2035 = 0.491400
SNR =  3.00, rawBER =  0.06, BLER =     1000/    2887 = 0.346380
SNR =  3.25, rawBER =  0.05, BLER =     1000/    4281 = 0.233590
SNR =  3.50, rawBER =  0.05, BLER =     1000/    7540 = 0.132626
SNR =  3.75, rawBER =  0.04, BLER =     1000/   14756 = 0.067769
SNR =  4.00, rawBER =  0.04, BLER =     1000/   31842 = 0.031405
SNR =  4.25, rawBER =  0.03, BLER =     1000/   89112 = 0.011222
SNR =  4.50, rawBER =  0.03, BLER =     1000/  270167 = 0.003701
