SNR =  2.00, rawBER =  0.08, BLER =     1000/    1094 = 0.914077
SNR =  2.25, rawBER =  0.07, BLER =     1000/    1178 = 0.848896
SNR =  2.50, rawBER =  0.07, BLER =     1000/    1306 = 0.765697
SNR =  2.75, rawBER =  0.06, BLER =     1000/    1519 = 0.658328
SNR =  3.00, rawBER =  0.06, BLER =     1000/    1919 = 0.521105
SNR =  3.25, rawBER =  0.05, BLER =     1000/    2611 = 0.382995
SNR =  3.50, rawBER =  0.05, BLER =     1000/    3864 = 0.258799
SNR =  3.75, rawBER =  0.04, BLER =     1000/    6434 = 0.155424
SNR =  4.00, rawBER =  0.04, BLER =     1000/   12605 = 0.079334
SNR =  4.25, rawBER =  0.03, BLER =     1000/   26162 = 0.038223
SNR =  4.50, rawBER =  0.03, BLER =     1000/   64893 = 0.015410
