SNR =  2.00, rawBER =  0.05, BLER =     1000/    1853 = 0.539665
SNR =  2.25, rawBER =  0.05, BLER =     1000/    2312 = 0.432526
SNR =  2.50, rawBER =  0.04, BLER =     1000/    3082 = 0.324465
SNR =  2.75, rawBER =  0.04, BLER =     1000/    4263 = 0.234577
SNR =  3.00, rawBER =  0.03, BLER =     1000/    6174 = 0.161970
SNR =  3.25, rawBER =  0.03, BLER =     1000/   10094 = 0.099069
SNR =  3.50, rawBER =  0.03, BLER =     1000/   17951 = 0.055707
SNR =  3.75, rawBER =  0.02, BLER =     1000/   33031 = 0.030275
SNR =  4.00, rawBER =  0.02, BLER =     1000/   62880 = 0.015903
SNR =  4.25, rawBER =  0.02, BLER =     1000/  138483 = 0.007221
SNR =  4.50, rawBER =  0.02, BLER =     1000/  328307 = 0.003046
