SNR =  2.00, rawBER =  0.05, BLER =     1000/    2196 = 0.455373
SNR =  2.25, rawBER =  0.05, BLER =     1000/    2922 = 0.342231
SNR =  2.50, rawBER =  0.04, BLER =     1000/    4225 = 0.236686
SNR =  2.75, rawBER =  0.04, BLER =     1000/    6444 = 0.155183
SNR =  3.00, rawBER =  0.03, BLER =     1000/   10787 = 0.092704
SNR =  3.25, rawBER =  0.03, BLER =     1000/   19767 = 0.050589
SNR =  3.50, rawBER =  0.03, BLER =     1000/   38942 = 0.025679
SNR =  3.75, rawBER =  0.02, BLER =     1000/   79947 = 0.012508
SNR =  4.00, rawBER =  0.02, BLER =     1000/  200100 = 0.004998
SNR =  4.25, rawBER =  0.02, BLER =      335/  179005 = 0.001871
