SNR =  2.00, rawBER =  0.08, BLER =     1000/    1063 = 0.940734
SNR =  2.25, rawBER =  0.07, BLER =     1000/    1127 = 0.887311
SNR =  2.50, rawBER =  0.07, BLER =     1000/    1226 = 0.815661
SNR =  2.75, rawBER =  0.06, BLER =     1000/    1392 = 0.718391
SNR =  3.00, rawBER =  0.06, BLER =     1000/    1744 = 0.573394
SNR =  3.25, rawBER =  0.05, BLER =     1000/    2186 = 0.457457
SNR =  3.50, rawBER =  0.05, BLER =     1000/    3100 = 0.322581
SNR =  3.75, rawBER =  0.04, BLER =     1000/    5038 = 0.198491
SNR =  4.00, rawBER =  0.04, BLER =     1000/    9113 = 0.109733
SNR =  4.25, rawBER =  0.03, BLER =     1000/   18966 = 0.052726
SNR =  4.50, rawBER =  0.03, BLER =     1000/   43803 = 0.022829
