SNR =  2.00, rawBER =  0.05, BLER =     1000/    1246 = 0.802568
SNR =  2.25, rawBER =  0.05, BLER =     1000/    1361 = 0.734754
SNR =  2.50, rawBER =  0.04, BLER =     1000/    1502 = 0.665779
SNR =  2.75, rawBER =  0.04, BLER =     1000/    1727 = 0.579039
SNR =  3.00, rawBER =  0.03, BLER =     1000/    2066 = 0.484027
SNR =  3.25, rawBER =  0.03, BLER =     1000/    2641 = 0.378644
SNR =  3.50, rawBER =  0.03, BLER =     1000/    3491 = 0.286451
SNR =  3.75, rawBER =  0.02, BLER =     1000/    4792 = 0.208681
SNR =  4.00, rawBER =  0.02, BLER =     1000/    6713 = 0.148965
SNR =  4.25, rawBER =  0.02, BLER =     1000/   10091 = 0.099098
SNR =  4.50, rawBER =  0.02, BLER =     1000/   15278 = 0.065454
