SNR =  2.00, rawBER =  0.08, BLER =     1000/    1087 = 0.919963
SNR =  2.25, rawBER =  0.07, BLER =     1000/    1164 = 0.859107
SNR =  2.50, rawBER =  0.07, BLER =     1000/    1292 = 0.773994
SNR =  2.75, rawBER =  0.06, BLER =     1000/    1519 = 0.658328
SNR =  3.00, rawBER =  0.06, BLER =     1000/    1929 = 0.518403
SNR =  3.25, rawBER =  0.05, BLER =     1000/    2531 = 0.395101
SNR =  3.50, rawBER =  0.05, BLER =     1000/    3813 = 0.262261
SNR =  3.75, rawBER =  0.04, BLER =     1000/    6519 = 0.153398
SNR =  4.00, rawBER =  0.04, BLER =     1000/   12176 = 0.082129
SNR =  4.25, rawBER =  0.03, BLER =     1000/   25139 = 0.039779
SNR =  4.50, rawBER =  0.03, BLER =     1000/   59957 = 0.016679
