SNR =  2.00, rawBER =  0.05, BLER =     1000/    1938 = 0.515996
SNR =  2.25, rawBER =  0.05, BLER =     1000/    2523 = 0.396354
SNR =  2.50, rawBER =  0.04, BLER =     1000/    3419 = 0.292483
SNR =  2.75, rawBER =  0.04, BLER =     1000/    4921 = 0.203211
SNR =  3.00, rawBER =  0.03, BLER =     1000/    7493 = 0.133458
SNR =  3.25, rawBER =  0.03, BLER =     1000/   12666 = 0.078952
SNR =  3.50, rawBER =  0.03, BLER =     1000/   21668 = 0.046151
SNR =  3.75, rawBER =  0.02, BLER =     1000/   44195 = 0.022627
SNR =  4.00, rawBER =  0.02, BLER =     1000/   96503 = 0.010362
SNR =  4.25, rawBER =  0.02, BLER =     1000/  221102 = 0.004523
SNR =  4.50, rawBER =  0.02, BLER =     1000/  618116 = 0.001618
