SNR =  2.00, rawBER =  0.08, BLER =     1000/    1022 = 0.978474
SNR =  2.25, rawBER =  0.07, BLER =     1000/    1045 = 0.956938
SNR =  2.50, rawBER =  0.07, BLER =     1000/    1097 = 0.911577
SNR =  2.75, rawBER =  0.06, BLER =     1000/    1175 = 0.851064
SNR =  3.00, rawBER =  0.06, BLER =     1000/    1322 = 0.756430
SNR =  3.25, rawBER =  0.05, BLER =     1000/    1514 = 0.660502
SNR =  3.50, rawBER =  0.05, BLER =     1000/    1912 = 0.523013
SNR =  3.75, rawBER =  0.04, BLER =     1000/    2580 = 0.387597
SNR =  4.00, rawBER =  0.04, BLER =     1000/    3899 = 0.256476
SNR =  4.25, rawBER =  0.03, BLER =     1000/    6470 = 0.154560
SNR =  4.50, rawBER =  0.03, BLER =     1000/   12231 = 0.081759
