SNR =  2.00, rawBER =  0.08, BLER =     1000/    1138 = 0.878735
SNR =  2.25, rawBER =  0.07, BLER =     1000/    1229 = 0.813670
SNR =  2.50, rawBER =  0.07, BLER =     1000/    1402 = 0.713267
SNR =  2.75, rawBER =  0.06, BLER =     1000/    1731 = 0.577701
SNR =  3.00, rawBER =  0.06, BLER =     1000/    2293 = 0.436110
SNR =  3.25, rawBER =  0.05, BLER =     1000/    3158 = 0.316656
SNR =  3.50, rawBER =  0.05, BLER =     1000/    4879 = 0.204960
SNR =  3.75, rawBER =  0.04, BLER =     1000/    8793 = 0.113727
SNR =  4.00, rawBER =  0.04, BLER =     1000/   18328 = 0.054561
SNR =  4.25, rawBER =  0.03, BLER =     1000/   42426 = 0.023570
SNR =  4.50, rawBER =  0.03, BLER =     1000/  110041 = 0.009088
