SNR =  2.00, rawBER =  0.08, BLER =     1000/    1009 = 0.991080
SNR =  2.25, rawBER =  0.07, BLER =     1000/    1015 = 0.985222
SNR =  2.50, rawBER =  0.07, BLER =     1000/    1025 = 0.975610
SNR =  2.75, rawBER =  0.06, BLER =     1000/    1062 = 0.941620
SNR =  3.00, rawBER =  0.06, BLER =     1000/    1105 = 0.904977
SNR =  3.25, rawBER =  0.05, BLER =     1000/    1178 = 0.848896
SNR =  3.50, rawBER =  0.05, BLER =     1000/    1299 = 0.769823
SNR =  3.75, rawBER =  0.04, BLER =     1000/    1457 = 0.686342
SNR =  4.00, rawBER =  0.04, BLER =     1000/    1812 = 0.551876
SNR =  4.25, rawBER =  0.03, BLER =     1000/    2321 = 0.430849
SNR =  4.50, rawBER =  0.03, BLER =     1000/    3187 = 0.313775
