SNR =  2.00, rawBER =  0.08, BLER =     1000/    1079 = 0.926784
SNR =  2.25, rawBER =  0.07, BLER =     1000/    1146 = 0.872600
SNR =  2.50, rawBER =  0.07, BLER =     1000/    1249 = 0.800641
SNR =  2.75, rawBER =  0.06, BLER =     1000/    1406 = 0.711238
SNR =  3.00, rawBER =  0.06, BLER =     1000/    1720 = 0.581395
SNR =  3.25, rawBER =  0.05, BLER =     1000/    2228 = 0.448833
SNR =  3.50, rawBER =  0.05, BLER =     1000/    3058 = 0.327011
SNR =  3.75, rawBER =  0.04, BLER =     1000/    4498 = 0.222321
SNR =  4.00, rawBER =  0.04, BLER =     1000/    7432 = 0.134553
SNR =  4.25, rawBER =  0.03, BLER =     1000/   13418 = 0.074527
SNR =  4.50, rawBER =  0.03, BLER =     1000/   27022 = 0.037007
