SNR =  2.00, rawBER =  0.08, BLER =     1000/    1041 = 0.960615
SNR =  2.25, rawBER =  0.07, BLER =     1000/    1085 = 0.921659
SNR =  2.50, rawBER =  0.07, BLER =     1000/    1153 = 0.867303
SNR =  2.75, rawBER =  0.06, BLER =     1000/    1271 = 0.786782
SNR =  3.00, rawBER =  0.06, BLER =     1000/    1481 = 0.675219
SNR =  3.25, rawBER =  0.05, BLER =     1000/    1854 = 0.539374
SNR =  3.50, rawBER =  0.05, BLER =     1000/    2480 = 0.403226
SNR =  3.75, rawBER =  0.04, BLER =     1000/    3528 = 0.283447
SNR =  4.00, rawBER =  0.04, BLER =     1000/    6004 = 0.166556
SNR =  4.25, rawBER =  0.03, BLER =     1000/   11673 = 0.085668
SNR =  4.50, rawBER =  0.03, BLER =     1000/   23881 = 0.041874
