SNR =  2.00, rawBER =  0.08, BLER =     1000/    1095 = 0.913242
SNR =  2.25, rawBER =  0.07, BLER =     1000/    1197 = 0.835422
SNR =  2.50, rawBER =  0.07, BLER =     1000/    1317 = 0.759301
SNR =  2.75, rawBER =  0.06, BLER =     1000/    1567 = 0.638162
SNR =  3.00, rawBER =  0.06, BLER =     1000/    1995 = 0.501253
SNR =  3.25, rawBER =  0.05, BLER =     1000/    2796 = 0.357654
SNR =  3.50, rawBER =  0.05, BLER =     1000/    4119 = 0.242777
SNR =  3.75, rawBER =  0.04, BLER =     1000/    7490 = 0.133511
SNR =  4.00, rawBER =  0.04, BLER =     1000/   14532 = 0.068814
SNR =  4.25, rawBER =  0.03, BLER =     1000/   31224 = 0.032027
SNR =  4.50, rawBER =  0.03, BLER =     1000/   79717 = 0.012544
