SNR =  2.00, rawBER =  0.08, BLER =     1000/    1022 = 0.978474
SNR =  2.25, rawBER =  0.07, BLER =     1000/    1052 = 0.950570
SNR =  2.50, rawBER =  0.07, BLER =     1000/    1086 = 0.920810
SNR =  2.75, rawBER =  0.06, BLER =     1000/    1155 = 0.865801
SNR =  3.00, rawBER =  0.06, BLER =     1000/    1277 = 0.783085
SNR =  3.25, rawBER =  0.05, BLER =     1000/    1451 = 0.689180
SNR =  3.50, rawBER =  0.05, BLER =     1000/    1786 = 0.559910
SNR =  3.75, rawBER =  0.04, BLER =     1000/    2386 = 0.419111
SNR =  4.00, rawBER =  0.04, BLER =     1000/    3496 = 0.286041
SNR =  4.25, rawBER =  0.03, BLER =     1000/    5622 = 0.177873
SNR =  4.50, rawBER =  0.03, BLER =     1000/   10533 = 0.094940
