SNR =  2.00, rawBER =  0.08, BLER =     1000/    1043 = 0.958773
SNR =  2.25, rawBER =  0.07, BLER =     1000/    1072 = 0.932836
SNR =  2.50, rawBER =  0.07, BLER =     1000/    1117 = 0.895255
SNR =  2.75, rawBER =  0.06, BLER =     1000/    1218 = 0.821018
SNR =  3.00, rawBER =  0.06, BLER =     1000/    1366 = 0.732064
SNR =  3.25, rawBER =  0.05, BLER =     1000/    1598 = 0.625782
SNR =  3.50, rawBER =  0.05, BLER =     1000/    2099 = 0.476417
SNR =  3.75, rawBER =  0.04, BLER =     1000/    2961 = 0.337724
SNR =  4.00, rawBER =  0.04, BLER =     1000/    4609 = 0.216967
SNR =  4.25, rawBER =  0.03, BLER =     1000/    8392 = 0.119161
SNR =  4.50, rawBER =  0.03, BLER =     1000/   16213 = 0.061679
