SNR =  3.00, rawBER =  0.04, BLER =      100/     107 = 0.934579
SNR =  3.25, rawBER =  0.04, BLER =      100/     109 = 0.917431
SNR =  3.50, rawBER =  0.03, BLER =      100/     122 = 0.819672
SNR =  3.75, rawBER =  0.03, BLER =      100/     128 = 0.781250
SNR =  4.00, rawBER =  0.02, BLER =      100/     147 = 0.680272
SNR =  4.25, rawBER =  0.02, BLER =      100/     187 = 0.534759
SNR =  4.50, rawBER =  0.02, BLER =      100/     199 = 0.502513
SNR =  4.75, rawBER =  0.02, BLER =      100/     247 = 0.404858
SNR =  5.00, rawBER =  0.01, BLER =      100/     312 = 0.320513
SNR =  5.25, rawBER =  0.01, BLER =      100/     439 = 0.227790
SNR =  5.50, rawBER =  0.01, BLER =      100/     694 = 0.144092
SNR =  5.75, rawBER =  0.01, BLER =      100/    1184 = 0.084459
SNR =  6.00, rawBER =  0.01, BLER =      100/    1901 = 0.052604
