SNR =  2.00, rawBER =  0.08, BLER =     1000/    1023 = 0.977517
SNR =  2.25, rawBER =  0.07, BLER =     1000/    1049 = 0.953289
SNR =  2.50, rawBER =  0.07, BLER =     1000/    1085 = 0.921659
SNR =  2.75, rawBER =  0.06, BLER =     1000/    1148 = 0.871080
SNR =  3.00, rawBER =  0.06, BLER =     1000/    1237 = 0.808407
SNR =  3.25, rawBER =  0.05, BLER =     1000/    1380 = 0.724638
SNR =  3.50, rawBER =  0.05, BLER =     1000/    1657 = 0.603500
SNR =  3.75, rawBER =  0.04, BLER =     1000/    2120 = 0.471698
SNR =  4.00, rawBER =  0.04, BLER =     1000/    2849 = 0.351000
SNR =  4.25, rawBER =  0.03, BLER =     1000/    4262 = 0.234632
SNR =  4.50, rawBER =  0.03, BLER =     1000/    7615 = 0.131320
