SNR =  2.00, rawBER =  0.09, BLER =     1000/    6020 = 0.166113
SNR =  2.25, rawBER =  0.08, BLER =     1000/    8536 = 0.117151
SNR =  2.50, rawBER =  0.08, BLER =     1000/   12045 = 0.083022
SNR =  2.75, rawBER =  0.07, BLER =     1000/   17972 = 0.055642
SNR =  3.00, rawBER =  0.07, BLER =     1000/   27686 = 0.036119
SNR =  3.25, rawBER =  0.06, BLER =     1000/   46333 = 0.021583
SNR =  3.50, rawBER =  0.06, BLER =     1000/   78981 = 0.012661
SNR =  3.75, rawBER =  0.05, BLER =     1000/  145908 = 0.006854
SNR =  4.00, rawBER =  0.05, BLER =     1000/  282421 = 0.003541
SNR =  4.25, rawBER =  0.04, BLER =     1000/  556444 = 0.001797
SNR =  4.50, rawBER =  0.04, BLER =      825/ 1000000 = 0.000825
