SNR =  2.00, rawBER =  0.08, BLER =     1000/    1077 = 0.928505
SNR =  2.25, rawBER =  0.07, BLER =     1000/    1131 = 0.884173
SNR =  2.50, rawBER =  0.07, BLER =     1000/    1216 = 0.822368
SNR =  2.75, rawBER =  0.06, BLER =     1000/    1338 = 0.747384
SNR =  3.00, rawBER =  0.06, BLER =     1000/    1575 = 0.634921
SNR =  3.25, rawBER =  0.05, BLER =     1000/    1968 = 0.508130
SNR =  3.50, rawBER =  0.05, BLER =     1000/    2574 = 0.388500
SNR =  3.75, rawBER =  0.04, BLER =     1000/    3743 = 0.267165
SNR =  4.00, rawBER =  0.04, BLER =     1000/    6372 = 0.156937
SNR =  4.25, rawBER =  0.03, BLER =     1000/   11658 = 0.085778
SNR =  4.50, rawBER =  0.03, BLER =     1000/   24400 = 0.040984
