SNR =  2.00, rawBER =  0.08, BLER =     1000/    1031 = 0.969932
SNR =  2.25, rawBER =  0.07, BLER =     1000/    1048 = 0.954198
SNR =  2.50, rawBER =  0.07, BLER =     1000/    1109 = 0.901713
SNR =  2.75, rawBER =  0.06, BLER =     1000/    1188 = 0.841751
SNR =  3.00, rawBER =  0.06, BLER =     1000/    1316 = 0.759878
SNR =  3.25, rawBER =  0.05, BLER =     1000/    1556 = 0.642674
SNR =  3.50, rawBER =  0.05, BLER =     1000/    1979 = 0.505306
SNR =  3.75, rawBER =  0.04, BLER =     1000/    2777 = 0.360101
SNR =  4.00, rawBER =  0.04, BLER =     1000/    4119 = 0.242777
SNR =  4.25, rawBER =  0.03, BLER =     1000/    7343 = 0.136184
SNR =  4.50, rawBER =  0.03, BLER =     1000/   14342 = 0.069725
