SNR =  2.00, rawBER =  0.05, BLER =     1000/    2058 = 0.485909
SNR =  2.25, rawBER =  0.05, BLER =     1000/    2757 = 0.362713
SNR =  2.50, rawBER =  0.04, BLER =     1000/    3825 = 0.261438
SNR =  2.75, rawBER =  0.04, BLER =     1000/    5633 = 0.177525
SNR =  3.00, rawBER =  0.03, BLER =     1000/    8678 = 0.115234
SNR =  3.25, rawBER =  0.03, BLER =     1000/   15072 = 0.066348
SNR =  3.50, rawBER =  0.03, BLER =     1000/   28051 = 0.035649
SNR =  3.75, rawBER =  0.02, BLER =     1000/   60865 = 0.016430
SNR =  4.00, rawBER =  0.02, BLER =     1000/  137133 = 0.007292
SNR =  4.25, rawBER =  0.02, BLER =     1000/  341566 = 0.002928
SNR =  4.50, rawBER =  0.02, BLER =     1000/  945010 = 0.001058
