SNR =  2.00, rawBER =  0.08, BLER =     1000/    1040 = 0.961538
SNR =  2.25, rawBER =  0.07, BLER =     1000/    1086 = 0.920810
SNR =  2.50, rawBER =  0.07, BLER =     1000/    1172 = 0.853242
SNR =  2.75, rawBER =  0.06, BLER =     1000/    1299 = 0.769823
SNR =  3.00, rawBER =  0.06, BLER =     1000/    1540 = 0.649351
SNR =  3.25, rawBER =  0.05, BLER =     1000/    1936 = 0.516529
SNR =  3.50, rawBER =  0.05, BLER =     1000/    2620 = 0.381679
SNR =  3.75, rawBER =  0.04, BLER =     1000/    3882 = 0.257599
SNR =  4.00, rawBER =  0.04, BLER =     1000/    6526 = 0.153233
SNR =  4.25, rawBER =  0.03, BLER =     1000/   12633 = 0.079158
SNR =  4.50, rawBER =  0.03, BLER =     1000/   24933 = 0.040107
